id,category,value,text_data
14799,D,1650,x
14802,D,1105,x
14803,A,1367,x
14804,A,1621,x
14807,C,1878,x
14809,C,1697,x
14811,C,1870,x
14812,C,1805,x
14815,C,1919,x
14818,C,1156,x
14819,D,1947,x
14820,B,1471,x
14823,D,1548,x
14824,B,1359,x
14826,D,1501,x
14829,C,1514,x
14830,D,1816,x
14831,A,1260,x
14835,A,1139,x
14836,C,1170,x
14838,B,1323,x
14843,A,1866,x
14845,B,1271,x
14846,B,1557,x
14847,A,1217,x
14849,C,1066,x
14851,D,1022,x
14854,D,1386,x
14857,C,1137,x
14859,A,1476,x
14862,A,1096,x
14863,B,1206,x
14864,B,1201,x
14865,B,1312,x
14866,B,1756,x
14873,A,1201,x
14874,D,1626,x
14877,B,1547,x
14878,D,1454,x
14879,D,1808,x
14880,C,1236,x
14881,B,1479,x
14882,C,1372,x
14883,A,1103,x
14886,C,1843,x
14887,C,1874,x
14888,C,1851,x
14889,B,1075,x
14890,C,1817,x
14892,C,1981,x
14893,C,1651,x
14896,C,1500,x
14897,D,1132,x
14899,B,1495,x
14901,C,1203,x
14902,A,1651,x
14903,D,1525,x
14907,C,1455,x
14908,A,1916,x
14910,C,1343,x
14913,A,1676,x
14915,A,1171,x
14919,B,1883,x
14920,B,1369,x
14921,D,1691,x
14922,A,1074,x
14923,C,1781,x
14927,C,1599,x
14930,D,1651,x
14932,B,1048,x
14933,C,1286,x
14934,C,1201,x
14936,D,1725,x
14937,B,1180,x
14938,B,1321,x
14939,B,1856,x
14944,D,1924,x
14946,D,1241,x
14947,B,1186,x
14948,D,1721,x
14950,D,1571,x
14951,D,1679,x
14953,A,1644,x
14957,A,1232,x
14958,B,1383,x
14962,A,1417,x
14964,C,1159,x
14966,C,1657,x
14967,C,1622,x
14973,D,1496,x
14974,B,1730,x
14976,D,1048,x
14977,B,1063,x
14978,C,1202,x
14979,C,1833,x
14980,D,1469,x
14981,A,1534,x
14988,C,1824,x
14990,D,1110,x
14991,B,1472,x
14992,B,1865,x
14993,C,1124,x
14996,A,1462,x
14997,A,1882,x
14998,A,1178,x
14999,C,1373,x
15000,B,1049,x
15001,D,1181,x
15002,C,1891,x
15009,B,1093,x
15010,C,1628,x
15012,A,1332,x
15013,B,1959,x
15015,D,1501,x
15018,B,1522,x
15020,A,1503,x
15021,B,1282,x
15022,D,1272,x
15025,C,1954,x
15026,C,1561,x
15028,B,1221,x
15031,D,1890,x
15032,B,1268,x
15034,C,1692,x
15036,A,1802,x
15039,C,1452,x
15041,C,1269,x
15042,C,1992,x
15043,A,1437,x
15044,D,1314,x
15045,C,1861,x
15046,C,1755,x
15048,D,1880,x
15049,A,1563,x
15050,B,1104,x
15052,B,1834,x
15053,A,1343,x
15054,C,1857,x
15056,A,1676,x
15057,D,1435,x
15058,C,1611,x
15060,C,1861,x
15061,D,1845,x
15062,A,1252,x
15065,B,1694,x
15066,C,1052,x
15067,B,1204,x
15068,A,1392,x
15069,B,1205,x
15070,D,1273,x
15072,A,1042,x
15074,B,1845,x
15075,A,1735,x
15080,B,1683,x
15081,C,1724,x
15082,B,1700,x
15085,D,1200,x
15086,D,1747,x
15094,C,1960,x
15097,D,1543,x
15102,A,1894,x
15106,D,1273,x
15111,B,1349,x
15114,A,1540,x
15115,D,1798,x
15116,D,1861,x
15119,C,1029,x
15120,B,1491,x
15121,C,1658,x
15128,C,1134,x
15129,C,1844,x
15130,C,1137,x
15133,C,1175,x
15136,B,1438,x
15137,A,1790,x
15138,A,1084,x
15139,B,1794,x
15141,A,1808,x
15143,C,1670,x
15144,D,1467,x
15148,D,1335,x
15150,B,1589,x
15158,C,1548,x
15159,C,1434,x
15163,C,1444,x
15164,D,1835,x
15165,B,1018,x
15166,D,1025,x
15168,A,1592,x
15170,C,1454,x
15171,C,1474,x
15172,C,1505,x
15177,B,1801,x
15179,C,1810,x
15183,C,1258,x
15187,A,1123,x
15192,C,1057,x
15195,A,1126,x
15196,A,1145,x
15197,C,1686,x
15199,B,1976,x
15200,B,1876,x
15205,C,1445,x
15206,D,1359,x
15207,C,1031,x
15208,B,1049,x
15210,C,1927,x
15212,A,1026,x
15213,D,1382,x
15214,D,1197,x
15216,C,1347,x
15218,D,1432,x
15219,A,1875,x
15221,B,1401,x
15222,B,1148,x
15223,D,1615,x
15225,C,1811,x
15227,A,1750,x
15228,A,1394,x
15230,D,1649,x
15231,A,1536,x
15232,A,1220,x
15233,A,1638,x
15234,D,1183,x
15235,D,1468,x
15236,B,1453,x
15243,B,1094,x
15247,B,1133,x
15249,A,1814,x
15251,B,1985,x
15252,C,1143,x
15253,D,1807,x
15259,D,1082,x
15261,C,1834,x
15264,C,1535,x
15267,D,1540,x
15269,C,1269,x
15270,D,1784,x
15272,C,1913,x
15274,A,1123,x
15278,B,1166,x
15279,D,1967,x
15280,D,1576,x
15281,D,1587,x
15282,D,1146,x
15284,D,1106,x
15285,D,1143,x
15286,C,1484,x
15287,D,1986,x
15288,D,1039,x
15289,C,1035,x
15291,C,1961,x
15292,C,1081,x
15293,B,1774,x
15295,B,1851,x
15296,A,1992,x
15300,C,1083,x
15301,D,1207,x
15303,C,1993,x
15305,A,1746,x
15306,C,1815,x
15309,B,1184,x
15310,B,1756,x
15312,B,1500,x
15315,B,1377,x
15316,B,1876,x
15321,D,1043,x
15322,C,1259,x
15324,B,1266,x
15327,B,1669,x
15330,B,1828,x
15331,D,1094,x
15334,C,1219,x
15337,B,1418,x
15341,D,1650,x
15345,A,1298,x
15347,B,1856,x
15350,C,1384,x
15351,B,1568,x
15352,B,1277,x
15356,A,1853,x
15359,C,1182,x
15360,D,1200,x
15361,B,1130,x
15364,C,1848,x
15365,D,1014,x
15366,D,1380,x
15367,C,1993,x
15371,B,1409,x
15373,D,1777,x
15378,C,1565,x
15379,D,1964,x
15380,D,1994,x
15381,D,1572,x
15384,D,1548,x
15385,D,1069,x
15386,A,1742,x
15387,A,1391,x
15391,B,1597,x
15393,C,1536,x
15395,A,1809,x
15396,C,1111,x
15397,C,1937,x
15399,C,1961,x
15401,D,1808,x
15402,A,1361,x
15404,B,1593,x
15406,D,1786,x
15408,A,1232,x
15409,A,1477,x
15411,D,1262,x
15414,B,1020,x
15416,D,1903,x
15417,D,1029,x
15419,A,1686,x
15424,D,1548,x
15426,A,1863,x
15429,B,1575,x
15430,C,1141,x
15437,C,1721,x
15439,B,1457,x
15441,C,1196,x
15442,A,1646,x
15446,B,1513,x
15447,A,1223,x
15450,B,1535,x
15451,D,1090,x
15453,A,1076,x
15454,C,1370,x
15455,A,1399,x
15456,C,1049,x
15457,A,1693,x
15459,D,1062,x
15461,D,1075,x
15462,C,1273,x
15465,A,1295,x
15466,D,1303,x
15468,A,1623,x
15469,A,1828,x
15474,D,1371,x
15481,B,1290,x
15483,B,1616,x
15485,B,1934,x
15486,C,1455,x
15487,A,1882,x
15488,D,1171,x
15489,D,1635,x
15490,A,1934,x
15495,C,1356,x
15500,A,1058,x
15502,A,1373,x
15503,C,1894,x
15505,A,1272,x
15507,D,1555,x
15508,B,1493,x
15509,C,1694,x
15510,C,1250,x
15511,B,1560,x
15512,A,1752,x
15513,C,1585,x
15514,D,1100,x
15518,C,1350,x
15521,D,1118,x
15523,D,1882,x
15526,B,1497,x
15530,B,1158,x
15534,A,1046,x
15536,B,1967,x
15537,B,1138,x
15539,D,1925,x
15540,D,1177,x
15542,C,1024,x
15544,B,1001,x
15553,C,1883,x
15560,B,1698,x
15561,D,1137,x
15563,C,1781,x
15567,C,1306,x
15568,B,1650,x
15570,A,1990,x
15574,A,1304,x
15576,A,1843,x
15579,D,1398,x
15580,D,1386,x
15581,D,1361,x
15585,A,1595,x
15586,A,1712,x
15589,D,1212,x
15591,A,1129,x
15592,B,1982,x
15593,A,1199,x
15594,D,1283,x
15595,B,1985,x
15599,D,1095,x
15600,D,1088,x
15602,B,1775,x
15603,C,1877,x
15604,D,1672,x
15607,B,1437,x
15609,A,1599,x
15610,B,1985,x
15615,B,1809,x
15617,A,1461,x
15618,A,1535,x
15620,B,1212,x
15621,A,1189,x
15622,C,1502,x
15625,B,1804,x
15627,A,1374,x
15628,A,1033,x
15629,D,1566,x
15630,B,1687,x
15631,A,1211,x
15635,D,1885,x
15637,D,1297,x
15638,A,1983,x
15640,C,1003,x
15641,D,1649,x
15642,B,1519,x
15647,B,1407,x
15648,D,1800,x
15650,C,1516,x
15651,D,1462,x
15652,D,1202,x
15653,A,1605,x
15654,A,1739,x
15659,A,1268,x
15660,A,1109,x
15661,B,1519,x
15662,A,1480,x
15663,D,1036,x
15664,C,1551,x
15665,D,1022,x
15667,A,1650,x
15668,A,1523,x
15670,A,1304,x
15678,B,1071,x
15679,B,1649,x
15680,D,1822,x
15681,D,1273,x
15682,B,1585,x
15683,A,1829,x
15684,A,1379,x
15686,B,1867,x
15687,C,1087,x
15692,A,1526,x
15693,A,1711,x
15694,B,1062,x
15698,B,1760,x
15701,D,1841,x
15704,A,1910,x
15705,D,1531,x
15707,C,1575,x
15708,A,1132,x
15709,A,1500,x
15712,B,1977,x
15716,A,1957,x
15717,D,1212,x
15718,C,1393,x
15719,D,1666,x
15720,A,1517,x
15725,B,1403,x
15727,B,1738,x
15730,C,1105,x
15735,C,1892,x
15736,D,1687,x
15737,A,1856,x
15739,B,1336,x
15741,B,1258,x
15742,B,1866,x
15746,D,1886,x
15748,C,1752,x
15751,C,1356,x
15755,C,1206,x
15756,D,1371,x
15757,C,1190,x
15761,B,1626,x
15763,C,1095,x
15764,B,1465,x
15765,C,1225,x
15767,B,1448,x
15768,B,1833,x
15770,D,1794,x
15773,C,1183,x
15774,B,1362,x
15779,D,1086,x
15782,C,1039,x
15783,B,1452,x
15784,A,1696,x
15787,A,1587,x
15789,C,1763,x
15793,A,1659,x
15799,D,1330,x
15800,B,1958,x
15808,A,1643,x
15809,D,1080,x
15811,D,1621,x
15814,D,1721,x
15818,D,1395,x
15819,A,1080,x
15822,C,1682,x
15826,D,1973,x
15831,D,1664,x
15834,B,1075,x
15836,B,1478,x
15837,B,1171,x
15838,C,1216,x
15842,B,1306,x
15844,B,1643,x
15846,B,1746,x
15848,C,1023,x
15849,D,1511,x
15850,D,1746,x
15851,D,1850,x
15855,A,1002,x
15856,D,1290,x
15858,D,1920,x
15860,B,1714,x
15862,A,1649,x
15863,B,1192,x
15865,B,1247,x
15866,C,1722,x
15868,A,1625,x
15870,B,1785,x
15872,D,1368,x
15874,B,1547,x
15875,A,1196,x
15877,D,1435,x
15878,B,1585,x
15879,D,1341,x
15884,D,1105,x
15886,B,1583,x
15891,C,1306,x
15894,C,1855,x
15898,A,1034,x
15899,D,1890,x
15900,C,1338,x
15901,C,1730,x
15902,B,1975,x
15903,A,1054,x
15905,D,1029,x
15906,D,1793,x
15910,D,1497,x
15913,A,1527,x
15914,C,1831,x
15917,B,1566,x
15918,A,1560,x
15919,D,1455,x
15920,C,1107,x
15922,D,1187,x
15923,D,1814,x
15925,D,1751,x
15926,A,1749,x
15928,A,1259,x
15929,D,1413,x
15936,A,1005,x
15940,D,1541,x
15942,A,1965,x
15943,B,1895,x
15944,B,1470,x
15945,C,1591,x
15946,C,1134,x
15947,B,1462,x
15952,C,1845,x
15955,B,1847,x
15956,C,1778,x
15958,C,1670,x
15959,D,1668,x
15962,A,1109,x
15964,C,1022,x
15969,B,1988,x
15972,C,1378,x
15979,C,1797,x
15980,D,1091,x
15982,D,1197,x
15983,D,1815,x
15989,A,1643,x
15990,A,1345,x
15991,A,1822,x
15993,B,1273,x
15996,C,1791,x
15997,A,1638,x
15998,D,1397,x
16000,C,1803,x
16001,C,1858,x
16003,B,1329,x
16004,D,1083,x
16005,C,1526,x
16006,A,1961,x
16008,C,1105,x
16009,A,1838,x
16011,C,1902,x
16014,A,1457,x
16020,B,1024,x
16021,B,1830,x
16022,B,1133,x
16025,B,1079,x
16027,A,1706,x
16028,D,1103,x
16029,A,1116,x
16030,C,1367,x
16032,D,1152,x
16038,A,1215,x
16042,A,1078,x
16043,A,1983,x
16046,B,1384,x
16047,A,1321,x
16048,A,1900,x
16052,D,1422,x
16053,B,1515,x
16055,C,1888,x
16060,B,1392,x
16061,C,1262,x
16062,D,1941,x
16063,A,1586,x
16067,A,1311,x
16073,D,1273,x
16075,C,1384,x
16076,A,1212,x
16077,D,1327,x
16078,B,1270,x
16081,B,1501,x
16083,D,1360,x
16086,C,1840,x
16090,A,1356,x
16091,C,1731,x
16095,B,1478,x
16097,D,1219,x
16098,B,1547,x
16103,A,1667,x
16107,C,1860,x
16109,C,1870,x
16110,A,1314,x
16112,B,1382,x
16114,C,1687,x
16119,A,1247,x
16121,B,1066,x
16123,B,1871,x
16125,A,1154,x
16126,D,1397,x
16127,B,1261,x
16128,D,1180,x
16130,C,1872,x
16131,B,1367,x
16132,D,1867,x
16133,B,1950,x
16135,B,1737,x
16136,C,1624,x
16139,C,1675,x
16142,C,1879,x
16143,A,1556,x
16144,C,1942,x
16146,B,1758,x
16149,C,1750,x
16150,D,1691,x
16155,A,1423,x
16163,A,1644,x
16168,A,1356,x
16170,D,1069,x
16173,C,1196,x
16174,A,1767,x
16175,D,1046,x
16177,B,1925,x
16178,A,1352,x
16179,B,1279,x
16180,C,1869,x
16181,A,1552,x
16182,D,1468,x
16183,D,1749,x
16184,C,1714,x
16185,B,1285,x
16186,B,1226,x
16187,A,1878,x
16188,D,1871,x
16191,B,1074,x
16192,C,1787,x
16200,B,1975,x
16202,C,1157,x
16205,D,1915,x
16207,D,1719,x
16209,C,1310,x
16211,D,1221,x
16212,B,1230,x
16213,C,1284,x
16214,C,1818,x
16217,B,1803,x
16219,C,1950,x
16221,D,1299,x
16223,C,1104,x
16224,A,1474,x
16225,D,1058,x
16231,A,1218,x
16232,C,1917,x
16233,D,1953,x
16235,C,1508,x
16237,A,1859,x
16239,D,1321,x
16241,A,1034,x
16242,B,1539,x
16243,D,1865,x
16244,D,1221,x
16245,A,1302,x
16246,A,1095,x
16247,A,1486,x
16249,C,1433,x
16250,A,1952,x
16254,B,1128,x
16255,B,1119,x
16259,B,1460,x
16265,D,1717,x
16266,A,1659,x
16267,B,1639,x
16268,B,1457,x
16269,B,1357,x
16270,D,1753,x
16272,D,1627,x
16273,B,1039,x
16275,D,1967,x
16277,A,1429,x
16279,D,1814,x
16280,D,1104,x
16281,C,1862,x
16282,C,1285,x
16284,A,1065,x
16285,B,1968,x
16286,A,1145,x
16287,A,1432,x
16288,D,1688,x
16290,A,1463,x
16292,C,1706,x
16293,D,1573,x
16297,A,1950,x
16298,D,1006,x
16300,B,1991,x
16302,A,1368,x
16304,B,1010,x
16306,B,1913,x
16308,C,1139,x
16310,A,1922,x
16314,A,1315,x
16316,C,1985,x
16317,B,1902,x
16321,A,1265,x
16323,B,1906,x
16324,C,1804,x
16327,C,1323,x
16328,D,1480,x
16332,C,1729,x
16333,D,1559,x
16334,D,1650,x
16337,A,1951,x
16338,C,1789,x
16339,B,1909,x
16341,A,1056,x
16342,C,1543,x
16344,C,1397,x
16346,B,1322,x
16347,B,1953,x
16348,D,1315,x
16355,D,1489,x
16358,D,1653,x
16361,A,1795,x
16367,D,1218,x
16370,B,1063,x
16372,A,1198,x
16373,A,1154,x
16376,D,1190,x
16379,B,1395,x
16382,C,1010,x
16386,A,1078,x
16388,A,1523,x
16389,C,1560,x
16392,B,1657,x
16393,A,1142,x
16394,D,1288,x
16395,A,1240,x
16396,C,1935,x
16397,A,1242,x
16398,B,1481,x
16399,A,1897,x
16400,A,1310,x
16401,D,1516,x
16402,D,1699,x
16405,B,1404,x
16406,A,1157,x
16407,B,1974,x
16408,D,1994,x
16409,B,1234,x
16414,C,1686,x
16417,C,1523,x
16419,D,1008,x
16421,D,1038,x
16422,C,1881,x
16423,A,1425,x
16424,A,1478,x
16425,D,1433,x
16427,C,1318,x
16428,D,1998,x
16430,A,1562,x
16431,C,1088,x
16433,D,1434,x
16434,C,1291,x
16436,B,1825,x
16439,B,1702,x
16440,B,1577,x
16442,B,1176,x
16443,A,1387,x
16445,B,1656,x
16447,D,1701,x
16448,D,1468,x
16449,C,1017,x
16450,D,1677,x
16453,A,1423,x
16456,B,1180,x
16458,C,1513,x
16461,B,1374,x
16463,C,1602,x
16465,C,1201,x
16466,B,1559,x
16470,B,1884,x
16473,C,1631,x
16475,A,1487,x
16476,D,1747,x
16477,A,1513,x
16478,C,1713,x
16482,A,1927,x
16484,C,1948,x
16488,B,1732,x
16491,D,1991,x
16492,A,1551,x
16493,A,1925,x
16495,C,1553,x
16497,D,1692,x
16498,A,1359,x
16501,B,1706,x
16503,B,1834,x
16505,C,1411,x
16506,A,1110,x
16508,B,1784,x
16511,A,1504,x
16512,A,1567,x
16513,B,1901,x
16514,A,1164,x
16515,A,1572,x
16516,B,1923,x
16519,A,1683,x
16522,D,1131,x
16525,C,1778,x
16527,A,1039,x
16529,D,1654,x
16532,D,1545,x
16536,C,1355,x
16537,B,1026,x
16539,D,1960,x
16540,C,1159,x
16541,C,1800,x
16542,A,1967,x
16545,A,1555,x
16549,C,1542,x
16551,B,1545,x
16555,C,1796,x
16556,B,1517,x
16557,D,1230,x
16558,A,1809,x
16559,C,1530,x
16560,A,1985,x
16562,A,1186,x
16563,C,1945,x
16564,C,1729,x
16566,D,1982,x
16569,D,1227,x
16570,C,1816,x
16571,A,1239,x
16572,B,1246,x
16574,C,1924,x
16575,D,1434,x
16576,D,1378,x
16577,B,1125,x
16579,B,1043,x
16582,A,1784,x
16583,C,1095,x
16584,D,1947,x
16587,D,1003,x
16590,D,1270,x
16596,B,1087,x
16597,B,1393,x
16598,B,1657,x
16599,C,1336,x
16600,B,1580,x
16603,B,1427,x
16605,C,1625,x
16606,D,1472,x
16607,C,1657,x
16612,D,1397,x
16618,A,1289,x
16621,B,1076,x
16624,D,1190,x
16625,C,1624,x
16627,A,1221,x
16631,B,1211,x
16632,B,1909,x
16635,B,1809,x
16638,C,1233,x
16639,A,1561,x
16641,A,1179,x
16644,D,1231,x
16645,A,1625,x
16646,A,1360,x
16648,B,1078,x
16649,B,1994,x
16650,A,1555,x
16655,A,1831,x
16656,C,1643,x
16659,C,1837,x
16663,D,1582,x
16669,D,1071,x
16672,C,1058,x
16674,A,1024,x
16675,C,1115,x
16676,B,1360,x
16678,C,1829,x
16679,A,1884,x
16681,D,1275,x
16682,D,1941,x
16684,C,1425,x
16689,B,1335,x
16693,D,1525,x
16695,A,1776,x
16696,B,1910,x
16698,B,1965,x
16699,B,1852,x
16702,B,1519,x
16703,A,1805,x
16705,D,1113,x
16706,C,1179,x
16707,B,1776,x
16708,B,1665,x
16712,C,1196,x
16713,B,1446,x
16714,A,1284,x
16715,A,1885,x
16717,B,1399,x
16720,B,1892,x
16721,C,1844,x
16723,C,1192,x
16726,C,1352,x
16728,C,1791,x
16730,D,1971,x
16733,A,1612,x
16735,C,1647,x
16742,C,1840,x
16744,A,1766,x
16745,C,1214,x
16747,C,1587,x
16748,B,1960,x
16749,C,1718,x
16752,A,1905,x
16754,A,1753,x
16755,D,1648,x
16758,D,1758,x
16759,D,1260,x
16762,C,1921,x
16764,D,1460,x
16765,C,1072,x
16766,B,1604,x
16768,C,1125,x
16771,B,1411,x
16776,A,1046,x
16778,D,1321,x
16779,C,1433,x
16780,B,1367,x
16783,C,1900,x
16784,A,1590,x
16785,C,1133,x
16787,A,1362,x
16789,D,1393,x
16791,D,1213,x
16794,B,1339,x
16795,A,1060,x
16796,B,1149,x
16798,C,1767,x
16800,D,1057,x
16803,D,1104,x
16805,C,1697,x
16808,B,1342,x
16811,C,1034,x
16813,B,1312,x
16818,D,1956,x
16822,A,1208,x
16823,A,1498,x
16824,B,1557,x
16826,D,1715,x
16828,C,1284,x
16830,B,1477,x
16832,B,1499,x
16833,C,1749,x
16834,D,1052,x
16836,D,1428,x
16839,B,1234,x
16840,D,1971,x
16845,C,1215,x
16850,D,1215,x
16851,C,1304,x
16852,C,1016,x
16856,A,1653,x
16857,B,1876,x
16859,A,1569,x
16862,D,1141,x
16863,B,1740,x
16865,B,1410,x
16869,D,1383,x
16870,C,1178,x
16872,B,1732,x
16874,D,1404,x
16880,B,1136,x
16881,A,1169,x
16885,C,1533,x
16886,C,1834,x
16888,C,1467,x
16889,C,1946,x
16890,B,1172,x
16891,C,1108,x
16892,B,1393,x
16893,B,1791,x
16898,A,1793,x
16901,B,1337,x
16902,D,1556,x
16903,A,1455,x
16905,B,1845,x
16906,B,1960,x
16907,B,1444,x
16911,B,1895,x
16913,C,1533,x
16914,C,1622,x
16916,D,1508,x
16917,C,1058,x
16920,B,1623,x
16921,C,1069,x
16922,B,1796,x
16923,C,1100,x
16926,A,1005,x
16928,C,1414,x
16930,A,1772,x
16931,C,1347,x
16932,A,1985,x
16933,B,1157,x
16934,B,1767,x
16935,C,1978,x
16936,C,1785,x
16939,C,1283,x
16941,D,1989,x
16944,D,1559,x
16946,B,1674,x
16949,D,1226,x
16950,C,1181,x
16957,D,1420,x
16959,D,1548,x
16960,B,1473,x
16961,D,1413,x
16962,A,1249,x
16963,D,1678,x
16965,D,1424,x
16969,B,1617,x
16972,A,1076,x
16973,B,1706,x
16974,D,1601,x
16975,B,1896,x
16977,D,1864,x
16978,A,1218,x
16981,D,1727,x
16984,C,1650,x
16985,B,1703,x
16987,C,1839,x
16988,C,1581,x
16991,C,1741,x
16992,D,1441,x
16993,A,1552,x
16995,D,1996,x
16997,C,1521,x
16999,B,1377,x
17004,A,1504,x
17005,D,1833,x
17006,D,1343,x
17007,A,1126,x
17009,B,1529,x
17010,A,1210,x
17011,A,1003,x
17014,B,1463,x
17018,B,1347,x
17019,D,1541,x
17020,C,1536,x
17023,D,1762,x
17026,A,1739,x
17027,D,1295,x
17030,C,1433,x
17031,C,1986,x
17034,B,1147,x
17037,D,1162,x
17039,B,1931,x
17041,C,1790,x
17044,D,1108,x
17046,A,1217,x
17050,B,1168,x
17053,C,1225,x
17059,D,1386,x
17060,A,1024,x
17066,C,1760,x
17067,B,1397,x
17069,B,1895,x
17070,B,1014,x
17072,D,1958,x
17074,B,1744,x
17075,A,1883,x
17077,B,1051,x
17078,A,1654,x
17083,D,1114,x
17086,C,1838,x
17088,A,1395,x
17091,D,1205,x
17092,B,1887,x
17095,A,1982,x
17096,A,1419,x
17097,D,1454,x
17098,D,1451,x
17099,B,1420,x
17101,A,1511,x
17103,C,1813,x
17104,C,1113,x
17106,B,1695,x
17108,D,1675,x
17109,D,1634,x
17110,D,1341,x
17114,A,1655,x
17116,D,1895,x
17117,C,1807,x
17118,B,1195,x
17119,D,1292,x
17120,A,1017,x
17121,B,1856,x
17124,A,1864,x
17125,C,1407,x
17132,A,1466,x
17133,A,1809,x
17135,A,1553,x
17136,D,1141,x
17137,B,1082,x
17139,D,1100,x
17140,A,1504,x
17141,B,1849,x
17142,C,1513,x
17143,B,1599,x
17144,A,1995,x
17145,C,1767,x
17148,C,1359,x
17150,D,1829,x
17152,B,1732,x
17153,B,1766,x
17155,A,1152,x
17156,D,1055,x
17160,A,1506,x
17162,C,1177,x
17163,B,1369,x
17167,A,1227,x
17168,D,1440,x
17169,B,1510,x
17173,C,1510,x
17175,B,1679,x
17176,C,1427,x
17177,B,1275,x
17178,A,1359,x
17179,C,1902,x
17184,B,1210,x
17185,A,1089,x
17192,A,1991,x
17196,D,1266,x
17198,C,1440,x
17199,D,1113,x
17200,A,1589,x
17201,C,1096,x
17202,B,1351,x
17203,D,1878,x
17204,A,1504,x
17205,A,1724,x
17210,A,1058,x
17211,C,1648,x
17216,B,1153,x
17217,B,1930,x
17218,C,1260,x
17220,D,1814,x
17221,A,1559,x
17223,A,1713,x
17224,A,1597,x
17225,A,1621,x
17227,A,1755,x
17228,C,1520,x
17230,A,1656,x
17232,B,1979,x
17233,A,1189,x
17235,C,1904,x
17237,A,1344,x
17239,B,1730,x
17241,B,1094,x
17242,C,1177,x
17243,D,1746,x
17250,A,1153,x
17252,D,1059,x
17253,A,1875,x
17256,A,1505,x
17258,C,1968,x
17259,D,1905,x
17260,B,1639,x
17262,D,1557,x
17264,C,1242,x
17265,D,1084,x
17266,B,1802,x
17268,D,1584,x
17272,D,1941,x
17274,D,1101,x
17275,C,1264,x
17276,D,1862,x
17278,D,1222,x
17284,B,1236,x
17285,A,1993,x
17286,A,1846,x
17289,A,1897,x
17291,C,1183,x
17296,D,1552,x
17297,A,1282,x
17298,A,1673,x
17300,C,1040,x
17301,B,1724,x
17302,A,1231,x
17303,D,1108,x
17304,B,1906,x
17306,C,1531,x
17308,A,1424,x
17312,A,1216,x
17316,B,1049,x
17317,D,1768,x
17318,B,1063,x
17319,A,1849,x
17320,C,1826,x
17321,A,1459,x
17324,B,1505,x
17326,A,1381,x
17327,C,1027,x
17329,D,1145,x
17330,B,1161,x
17331,C,1377,x
17333,B,1448,x
17335,B,1435,x
17336,D,1654,x
17340,D,1706,x
17341,C,1058,x
17346,C,1515,x
17347,B,1840,x
17351,B,1717,x
17352,D,1919,x
17354,B,1356,x
17355,C,1158,x
17359,A,1624,x
17360,C,1140,x
17361,D,1914,x
17363,A,1762,x
17364,A,1718,x
17365,C,1542,x
17366,D,1384,x
17367,D,1706,x
17368,B,1187,x
17369,B,1438,x
17370,D,1752,x
17371,C,1315,x
17374,D,1960,x
17375,D,1954,x
17376,A,1216,x
17378,A,1485,x
17379,D,1808,x
17381,D,1864,x
17382,C,1795,x
17384,C,1881,x
17386,D,1356,x
17387,D,1591,x
17388,C,1683,x
17390,C,1815,x
17391,A,1542,x
17392,C,1254,x
17393,B,1680,x
17397,D,1224,x
17398,A,1468,x
17400,A,1360,x
17404,A,1345,x
17405,D,1317,x
17411,C,1764,x
17413,D,1073,x
17415,D,1481,x
17416,D,1526,x
17417,B,1414,x
17420,A,1669,x
17421,C,1889,x
17422,B,1624,x
17430,A,1140,x
17432,B,1434,x
17433,A,1743,x
17434,D,1526,x
17435,B,1059,x
17439,C,1791,x
17441,C,1644,x
17444,B,1706,x
17446,C,1246,x
17450,D,1040,x
17452,C,1956,x
17455,C,1108,x
17459,A,1593,x
17460,B,1085,x
17462,B,1812,x
17464,C,1031,x
17465,D,1778,x
17466,C,1934,x
17467,C,1710,x
17469,A,1933,x
17470,B,1092,x
17471,C,1920,x
17472,D,1760,x
17476,A,1694,x
17477,D,1348,x
17479,A,1386,x
17485,A,1262,x
17487,A,1556,x
17488,B,1287,x
17489,D,1639,x
17490,C,1017,x
17493,D,1219,x
17497,D,1393,x
17501,A,1471,x
17502,C,1978,x
17504,A,1703,x
17505,A,1757,x
17506,B,1319,x
17508,D,1040,x
17509,C,1264,x
17513,A,1599,x
17514,B,1159,x
17515,D,1016,x
17516,B,1662,x
17518,B,1809,x
17519,A,1948,x
17521,D,1708,x
17523,D,1577,x
17524,D,1467,x
17525,A,1125,x
17526,A,1886,x
17532,B,1731,x
17533,B,1226,x
17535,A,1059,x
17538,C,1904,x
17541,A,1801,x
17543,C,1349,x
17547,A,1443,x
17548,A,1378,x
17561,C,1380,x
17565,D,1797,x
17566,D,1127,x
17567,C,1082,x
17570,C,1297,x
17572,C,1156,x
17574,D,1981,x
17578,D,1479,x
17581,B,1266,x
17582,B,1148,x
17583,B,1475,x
17584,B,1587,x
17586,A,1720,x
17588,A,1831,x
17589,B,1695,x
17590,D,1051,x
17593,B,1417,x
17594,B,1219,x
17596,A,1461,x
17597,C,1420,x
17599,D,1363,x
17601,D,1956,x
17603,C,1453,x
17604,D,1352,x
17606,B,1951,x
17607,D,1922,x
17608,A,1863,x
17609,D,1836,x
17610,C,1432,x
17611,C,1964,x
17613,A,1023,x
17614,B,1678,x
17617,D,1244,x
17621,D,1253,x
17623,B,1966,x
17626,C,1585,x
17628,B,1014,x
17629,C,1211,x
17630,D,1991,x
17632,B,1738,x
